Title	Abstract	Authors	Publication Date	DOI
Tocilizumab is associated with reduction of the risk of ICU admission and mortality in patients with SARS-CoV-2 infection	BackgroundIn some patients the immune response triggered by SARS-CoV-2 is unbalanced, presenting an acute respiratory distress syndrome which in many cases requires intensive care unit (ICU) admission. The limitation of ICU beds has been one of the major burdens in the management worldwide; therefore, clinical strategies to avoid ICU admission are needed. ObjectiveWe aimed to describe the influence of tocilizumab on the need of transfer to ICU or death in non-critically ill patients. MethodsA retrospective study of 171 patients with SARS-CoV-2 infection that did not qualify as requiring transfer to ICU during the first 24h after admission to a conventional ward, were included. The criteria to receive tocilizumab was radiological impairment, oxygen demand or an increasing of inflammatory parameters, however, the ultimate decision was left to the attending physician judgement. The primary outcome was the need of ICU admission or death whichever came first. Results77 patients received tocilizumab and 94 did not. The tocilizumab group had less ICU admissions (10.3% vs. 27.6%, P= 0.005) and need of invasive ventilation (0 vs 13.8%, P=0.001). In multivariable analysis, tocilizumab remained as a protective variable (OR: 0.03, CI 95%: 0.007-0{middle dot}1, P=0.0001) of ICU admission or death. ConclusionTocilizumab in the early stages of the inflammatory flare, could reduce ICU admissions and mechanical ventilation use. The mortality rate of 10.3% among patients receiving tocilizumab appears to be lower than other reports. Clinical implicationOur results suggest that tocilizumab administered to non-critically ill patients could reduce ICU admissions and mortality. Capsule summaryTocilizumab administered to non-critically ill patients with SARS-CoV-2 infection in the early stages of the inflammatory flare, could reduce an important number of ICU admissions and mechanical ventilation use.	Moreno Garcia, E.; Rico Caballero, V.; Albiach, L.; Aguero, D.; Ambrosioni, J.; Bodro, M.; Cardozo, C.; Chumbita, M.; De la Mora, L.; Garcia Pouton, N.; Garcia Vidal, C.; GonzalezCordon, A.; Hernandez Meneses, M.; Inciarte, A.; Laguno, M.; Leal, L.; Linares, L.; Macaya, I.; Meira, F.; Mensa, J.; Moreno, A.; Morata, L.; Puerta Alcalde, P.; Rojas, J.; Sola, M.; Torres, B.; Torres, M.; Tome, A.; Castro, P.; Fernandez, S.; Nicolas, J. M.; Almuedo Riera, A.; Munoz, J.; Fernandez, M. J.; Marcos, M. A.; Soy, D.; Martinez, J. A.; Garcia, F.; Soriano, A.	2020-06-05	10.1101/2020.06.05.20113738
Temporal clinical and laboratory response to interleukin-6 receptor blockade with Tocilizumab in 89 hospitalized patients with COVID-19 pneumonia	BackgroundEmerging evidence links morbidity and mortality of pandemic COVID-19 pneumonia to an inflammatory cytokine storm. MethodsEighty nine patients with COVID-19 pneumonia and heightened systemic inflammation (elevated serum C reactive protein and interleukin-6 levels) were treated with Tocilizumab (TCZ), a human monoclonal IgG1 antibody to the interleukin-6 receptor. ResultsClinical and laboratory improvement was seen comparing baseline and 1-2 day post-infusion indices. Among 72 patients not receiving mechanical ventilation, NEWS2 scores fell from 5 to 2 (p < 0.001) C reactive protein levels fell from 95 to 14 mg/L (p < 0.001) and lymphocyte counts rose from 900 to 1000/uL (p = 0.036). Sixty three of 72 patients were discharged from hospital, one patient died, and 8 remained in hospital at time of writing. Among 17 patients receiving mechanical ventilation, despite a rapid decrease in CRP levels from 89 to 35 mg/L (p = 0.014) and early improvements in NEWS2 scores in 10 of 17, ten patients died and seven remain in hospital at time of writing. Overall, mortality was only seen in patients who had markedly elevated CRP levels (>30 mg/L) and low lymphocyte counts (< 1000/uL) before TCZ administration. ConclusionsInflammation and lymphocytopenia are linked to mortality in COVID-19. Inhibition of IL-6 activity by administration of Tocilizumab, an anti IL-6 receptor antibody is associated with rapid improvement in both CRP and lymphocyte counts and in clinical indices. Controlled clinical trials are needed to confirm the utility of IL-6 blockade in this setting. Additional interventions will be needed for patients requiring mechanical ventilation.	Formina, D. S.; Lysenko, M. A.; Beloglazova, I. P.; Mutinova, z. Y.; Poteshkina, N. G.; Samsonova, I. V.; Kruglova, T. S.; Chernov, A. A.; Karaulov, A. V.; Lederman, M. M.	2020-06-12	10.1101/2020.06.12.20122374
Impact of tocilizumab administration on mortality in severe COVID-19	PurposeThe novel coronavirus disease 2019 (COVID-19) worldwide pandemic has placed a significant burden on hospitals and healthcare providers. The immune response to this disease is thought to lead to a cytokine storm, which contributes to the severity of illness. There is an urgent need to confirm whether the use of tocilizumab provides a benefit in individuals with COVID-19. MethodsA single-center propensity-score matched cohort study, including all consecutive COVID-19 patients, admitted to the medical center who were either discharged from the medical center or expired between March 1, 2020, and May 5, 2020, was performed. Patients were stratified according to the receipt of tocilizumab for cytokine storm and matched to controls using propensity scores. The primary outcome was in-hospital mortality. ResultsA total of 132 patients were included in the matched dataset (tocilizumab=66; no tocilizumab=66). Approximately 73% of the patients were male. Hypertension (55%), diabetes mellitus (31%), and chronic pulmonary disease (15%) were the most common comorbidities present. There were 18 deaths (27.3%) in the tocilizumab group and 18 deaths (27.3%) in the no tocilizumab group (odds ratio, 1.0; 95% confidence interval, 0.465 - 2.151; p=1.00). Advanced age, history of myocardial infarction, dementia, chronic pulmonary disease, heart failure, and malignancy were significantly more common in patients who died. ConclusionThe current analysis does not support the use of tocilizumab for the management of cytokine storm in patients with COVID-19. Use of this therapeutic agent should be limited to the context of a clinical trial until more evidence is available.	Tsai, A.; Diawara, O.; Nahass, R. G.; Brunetti, L.	2020-08-02	10.1101/2020.07.30.20114959
Therapeutic effectiveness of interferon-alpha2b against COVID-19: the Cuban experience	BackgroundEffective therapies are needed to control the SARS-Cov-2 infection pandemic and reduce mortality associated with COVID-19. Several clinical studies have provided evidence for the antiviral effects of type I interferons (IFNs) in patients with respiratory coronaviruses. This study assessed the therapeutic efficacy of IFN-2b in patients infected with SARS-CoV-2 during the first month after the outbreak began in Cuba. MethodThis multicenter prospective observational study was conducted in 16 hospitals in 8 Cuban provinces. Participants were patients with confirmed SARS-CoV-2 infection detected from throat swab specimens by real time RT-PCR who gave informed consent and had no contraindications for IFN treatment. Patients received therapy as per the Cuban COVID protocol, that included a combination of oral antivirals (lopinavir/ritonavir and chloroquine) with intramuscular administration of IFN-2b (Heberon(R) Alpha R, Center for Genetic Engineering and Biotechnology, Havana), 3 times per week, for 2 weeks. The primary endpoint was the proportion of patients discharged from hospital (without clinical and radiological symptoms and non-detectable virus by RT-PCR). The secondary endpoint was the case fatality rate (CFR), defined as the number of confirmed deaths divided by the number of confirmed cases. ResultsFrom March 11th to April 14th, 814 patients were confirmed SARS-CoV-2 positive in Cuba, 761 (93.4%) were treated with Heberon(R) Alpha R and 53 received the approved protocol without IFN treatment. The proportion of fully recovered patients was higher in the IFN-treated compared with non-IFN treated group (95.4% vs 26.1%, p<0.01). The CFR for all patients was 2.95%, and for those patients who received IFN-2b the CFR was reduce to 0.92. The estimated global CFR is 6.34% and 4.05% for the Americas reported by WHO and PAHO, respectively. In this study, 82 patients (10.1%) required intensive care and, of these, 42 (5.5%) were treated with IFN. ConclusionsThis report provides preliminary evidence for the therapeutic effectiveness of IFN-2b for COVID-19 and suggests that the use of Heberon(R) Alpha R may contribute to complete recovery.	Pereda, R.; Gonzalez, D.; Rivero, H.; Rivero, J.; Perez, A.; Lopez, L. d. R.; Mezquia, N.; Venegas, R.; Betancourt, J.; Dominguez, R.	2020-06-09	10.1101/2020.05.29.20109199
The association between treatment with heparin and survival in patients with Covid-19	ObjectivesThis study investigates the association between the treatment with heparin and mortality in patients admitted with Covid-19. MethodsRoutinely recorded, clinical data, up to the 24th of April 2020, from the 2075 patients with Covid-19, admitted in 17 hospitals in Spain between the 1st of March and the 20th of April 2020 were used. The following variables were extracted for this study: age, gender, temperature, and saturation of oxygen on admission, treatment with heparin, hydroxychloroquine, azithromycin, steroids, tocilizumab, a combination of lopinavir with ritonavir, and oseltamivir, together with data on mortality. Multivariable logistic regression models were used to investigate the associations. ResultsAt the time of collecting the data, 301 patients had died, 1447 had been discharged home from the hospitals, 201 were still admitted, and 126 had been transferred to hospitals not included in the study. Median follow up time was 8 (IQR:5-12) days. Heparin had been used in 1734 patients. Heparin was associated with lower mortality when the model was adjusted for age and gender, with OR (95%CI): 0.55 (0.37-0.82) p=0.003. This association remained significant when saturation of oxygen <90%, and temperature >37C were added to de model with OR: 0.54(0.36-0.82) p=0.003, and also when all the other drugs were included as covariates OR: 0.42 (0.26-0.66) p<0.001. ConclusionsThe association between heparin and lower mortality observed in this study can be acknowledged by clinicians in hospitals and in the community. Randomized controlled trials to assess the causal effects of heparin in different therapeutic regimes are required. - The administration of heparin was associated with lower mortality in patients admitted with Covid-19. - Our findings support that there is a thrombotic component in the development of respiratory distress for these patients. - The positive effect of heparin seems consistent and its use, when indicated, could be considered in clinical settings. - Randomized controlled trials are necessary to complement observational studies, and assess the causal associations between heparin, in different therapeutic regimes, and clinical outcomes. - Heparin is easy to administer, its use in ambulatory patients, to prevent admissions, or reduce their duration, could also be considered by clinicians and future researchers.	Ayerbe, L.; Risco, C.; Ayis, S.	2020-05-29	10.1101/2020.05.27.20114694
Effects of Anticoagulants and Corticosteroids therapy in patients affected by severe COVID-19 Pneumonia	BackgroundIn the absence of a standard of treatment for COVID-19, the combined use of anti-inflammatory (corticosteroids and Enoxaparin) and antiviral drugs may be more effective than using either modality alone in the treatment of COVID-19. MethodsPatients hospitalized between April 10th, 2020, through May 10th, 2020, who had confirmed COVID-19 infection with clinical or radiographic evidence of pneumonia, in which 65 patients have moderate COVID-19 pneumonia, and 63 patients have severe COVID-19 pneumonia. All patients received early combination therapy of anti-inflammatory (corticosteroids and Enoxaparin) and antiviral drugs. They assessed for type and duration of treatment, and days need to wean from oxygen therapy, length of stay, virus clearance time, and complication or adverse events. All patients had more than 28 days follow up after discharge from the hospital. ResultsModerate COVID-19 pneumonia group were 65 patients who received Enoxaparin, antiviral drugs, empirical antibiotics for pneumonia, and standard treatment for comorbidity. Male patients were 50 (76.9 %) and female patients were 15 (23.1 %). 34 (52.3 %) patients have comorbidity, 25 (38.5%) patients have Diabetes Mellitus and 2 (3.1 %) pregnant ladies. 19 (29.2 %) patients were on low flow oxygen therapy, 3L oxygen or less to maintain oxygen saturation more than 92%. All patients discharged home with no major or minor bleeding complications or significant complications. Severe COVID-19 pneumonia group were 63 patients who received methylprednisolone, enoxaparin, antiviral drugs, empirical antibiotics for pneumonia, and standard treatment for comorbidity. Male patients were 55 (87.3 %) and female patients were 8 (12.7 %). 37 (58.7 %) patients have comorbidity, and 24 (38.1%) patients have Diabetes Mellitus. 32 (50.8 %) patients were on low flow oxygen therapy, 4-9L oxygen, and 31 (49.2 %) patients were on low flow oxygen therapy, 10L oxygen or more, including 12 patients on a non-rebreathing mask. Patients received methylprednisolone were 37 (58.7 %) for 3 days, 16 (25.4 %) for 5 days and 10 (15.9 %) for more than 5 days. Sixty-two patients discharged home with one patient had a long stay, and the other two transferred to ICU. One long-stay patient transferred to ICU on low flow oxygen therapy. ConclusionEarly use of a combined anti-inflammatory (corticosteroids and Enoxaparin) and antiviral drugs treatment in patients with moderate to severe COVID-19 pneumonia prevent complications of the disease and improve clinical outcomes	Sabir, A. M.; Alvi, I. A.; Alharbi, M.; Basabrain, A.; Aljundi, M.; Almohammadi, G.; Almuairfi, Z.; Alharbi, R.	2020-06-29	10.1101/2020.06.22.20134957
Multicenter point-prevalence evaluation of the utilization and safety of drug therapies for COVID-19	BackgroundThere are currently no FDA-approved medications for the treatment of COVID-19. At the onset of the pandemic, off-label medication use was supported by limited or no clinical data. We sought to characterize experimental COVID-19 therapies and identify safety signals during this period. MethodsWe conducted a non-interventional, multicenter, point prevalence study of patients hospitalized with suspected/confirmed COVID-19. Clinical and treatment characteristics within a 24-hour window were evaluated in a random sample of up to 30 patients per site. The primary objective was to describe COVID-19 targeted therapies. The secondary objective was to describe adverse drug reactions (ADRs). ResultsA total of 352 patients from 15 US hospitals were included. Most patients were treated at academic medical centers (53.4%) or community hospitals (42.6%). Sixty-seven patients (19%) were receiving drug therapy in addition to supportive care. Drug therapies included hydroxychloroquine (69%), remdesivir (10%), and interleukin-6 inhibitors (9%). Five patients (7.5%) were receiving combination therapy. Patients with a history of asthma (14.9% vs. 7%, p = 0.037) and those enrolled in clinical trials (26.9% vs. 3.2%, p< 0.001) were more likely to receive therapy. Among those receiving COVID-19 therapy, eight patients (12%) experienced an ADR, and ADRs were more commonly recognized in patients enrolled in clinical trials (62.5% vs 22%, OR = 5.9, p = 0.028). ConclusionsWhile we observed high rates of supportive care for patients with COVID-19, we also found that ADRs were common among patients receiving drug therapy including in clinical trials. Comprehensive systems are needed to identify and mitigate ADRs associated with experimental COVID-19 therapies.	Rhodes, N. J.; Dairem, A.; Moore, W.; Shah, A.; Postelnick, M. J.; Badowski, M. E.; Michienzi, S. M.; Borkowski, J. L.; Polisetty, R. S.; Fong, K.; Spivek, E. S.; Beardsley, J. R.; Hale, C. M.; Pallotta, A. M.; Srinivas, P.; Schulz, L. T.	2020-06-06	10.1101/2020.06.03.20121558
GLUCOCOVID: A controlled trial of methylprednisolone in adults hospitalized with COVID-19 pneumonia	BackgroundWe aimed to determine whether a 6-day course of intravenous methylprednisolone (MP) improves outcome in patients with SARS CoV-2 infection at risk of developing Acute Respiratory Distress Syndrome (ARDS). MethodsMulticentric, partially randomized, preference, open-label trial, including adults with COVID-19 pneumonia, impaired gas exchange and biochemical evidence of hyper-inflammation. Patients were assigned to standard of care (SOC), or SOC plus intravenous MP [40mg/12h 3 days, then 20mg/12h 3 days]. The primary endpoint was a composite of death, admission to the intensive care unit (ICU) or requirement of non-invasive ventilation (NIV). ResultsWe analyzed 85 patients (34, randomized to MP; 22, assigned to MP by clinicians preference; 29, control group). Patients age (mean 68{+/-}12 yr) was related to outcome. The use of MP was associated with a reduced risk of the composite endpoint in the intention-to-treat, age-stratified analysis (combined risk ratio -RR-0.55 [95% CI 0.33-0.91]; p=0.024). In the per-protocol analysis, RR was 0.11 (0.01-0.83) in patients aged 72 yr or less, 0.61 (0.32-1.17) in those over 72 yr, and 0.37 (0.19-0.74, p=0.0037) in the whole group after age-adjustment by stratification. The decrease in C-reactive protein levels was more pronounced in the MP group (p=0.0003). Hyperglycemia was more frequent in the MP group. ConclusionsA short course of MP had a beneficial effect on the clinical outcome of severe COVID-19 pneumonia, decreasing the risk of the composite end point of admission to ICU, NIV or death. O_FIG O_LINKSMALLFIG WIDTH=200 HEIGHT=142 SRC="FIGDIR/small/20133579v1_ufig1.gif" ALT="Figure 1"> View larger version (42K): org.highwire.dtl.DTLVardef@1adf5f9org.highwire.dtl.DTLVardef@1efecd8org.highwire.dtl.DTLVardef@a65f07org.highwire.dtl.DTLVardef@a8df92_HPS_FORMAT_FIGEXP M_FIG C_FIG	Corral, L.; Bahamonde, A.; Arnaiz delas Revillas, F.; Gomez-Barquero, J.; Abadia-Otero, J.; Garcia-Ibarbia, C.; Mora, V.; cerezo-hernandez, A.; Hernandez, J. L.; Lopez-Muniz, G.; Hernandez-Blanco, F.; Cifrian, J. M.; Olmos, J. M.; Carrascosa, M.; farinas, m. C.; Riancho, J. A.; Glucocovid investigators,  	2020-06-18	10.1101/2020.06.17.20133579
Real-world Experience with Favipiravir for Treatment of COVID-19 in Thailand: Results from a Multi-center Observational Study	SYNOPSISO_ST_ABSBackgroundC_ST_ABSFavipiravir is a broad-spectrum oral antiviral agent that shows in vitro activity against SARS-CoV-2. Presently, data on the effectiveness and optimal dosage of favipiravir for treating COVID-19 is limited. MethodsWe conducted a retrospective observational study of hospitalized adult patients with COVID-19 at five tertiary care hospitals in Thailand. We reviewed patient charts to obtain all necessary data. ResultsAmong 247 COVID-19 patients, 63 (23.0%) received [&ge;]1 dose of favipiravir. Of these, 27.0% required an O2-nasal cannula, 9.5% required non-invasive ventilation and/or high-flow O2-therapy, and 6.4% required invasive mechanical ventilation and/or ECMO. The median baseline NEWS2 score was 5(0-16). The Day-7 clinical improvement rate [95%CI] was 66.7%[53.7-78.0%] in all patients, 92.5%[75.7%-99.1%] in patients who did not require O2-supplementation, and 47.2%[0.4%-64.5%] in patients who required O2-supplementation. No life-threatening adverse events were identified. The 28-day mortality rate was 4.8%. Multivariate analysis revealed three poor prognostic factors for Day-7 clinical improvement [odds ratio (95%CI); p-value]: older age [0.94 (0.89-0.99); p=0.04], higher baseline NEWS2 score [0.64 (0.47-0.88); p=0.006], and lower favipiravir loading dose ([&le;]45 mg/kg/day) [0.04 (0.005-0.4); p=0.006]. ConclusionsOur study reports the promising effectiveness of favipiravir for treating COVID-19 patients. In addition to older age and a high baseline NEWS2 score, a low loading dose of favipiravir ([&le;]45 mg/kg/day) was also identified as a poor prognostic factor for early clinical improvement. Further studies to explore the optimal dose and the optimal timing of drug initiation for favipiravir should be performed.	Rattanaumpawan, P.; Jirajariyavej, S.; Lerdlamyong, K.; Palavutitotai, N.; Saiyarin, J.	2020-07-01	10.1101/2020.06.24.20133249
Evaluation of Convalescent Plasma versus Standard of Care for the Treatment of COVID-19 in Hospitalazed Patients: study protocol for a phase 2 randomized, open-label, controlled, multicenter trial	BackgroundCOVID-19 is a respiratory disease caused by a novel coronavirus (SARS-CoV-2) and causes substantial morbidity and mortality. At the time this clinical trial was planned, there were no available vaccine or therapeutic agents with proven efficacy, but the severity of the condition prompted the use of several pharmacological and non-pharmacological interventions. It has long been hypothesized that the use of convalescent plasma (CP) from infected patients who have developed an effective immune response is likely to be an option for the treatment of patients with a variety of severe acute respiratory infections (SARI) of viral etiology. The aim of this study is to assess the efficacy and safety of convalescent plasma in adult patients with severe COVID-19 pneumonia. Methods/DesignThe ConPlas-19 study is a multicenter, randomized, open-label controlled trial. The protocol has been prepared in accordance with the SPIRIT (Standard Protocol Items: Recommendations for Interventional Trials) guidelines. The study has been planned to include 278 adult patients hospitalized with severe COVID-19 infection not requiring mechanical ventilation (invasive or non-invasive). Subjects are randomly assigned in a 1:1 ratio (139 per treatment arm), stratified by center, to receive intravenously administered CP (single infusion) plus SOC or SOC alone, and are to be followed for 30 days. The primary endpoint of the study is the proportion of patients that progress to categories 5, 6 or 7 (on the 7-point ordinal scale proposed by the WHO) at day 15. Interim analyses for efficacy and/or futility will be conducted once 20%, 40%, and 60% of the planned sample size are enrolled and complete D15 assessment. DiscussionThis clinical trial is designed to evaluate the efficacy and safety of passive immunotherapy with convalescent plasma for the treatment of adult patients hospitalized with COVID-19. The results of this study are expected to contribute to establishing the potential place of CP in the therapeutics for a new viral disease. Trial registrationTrial registration at clinicaltrials.gov; Registration Number: NCT04345523; https://clinicaltrials.gov/ct2/show/NCT04345523; Registered on 30 March, 2020. First posted date: April 14, 2020.	Diago-Sempere, E.; Bueno, J. L.; Sancho-Lopez, A.; Munez-Rubio, E.; Torres, F.; Malo de Molina, R.; Fernandez-Cruz, A.; Salcedo De Diego, I.; Velasco-Iglesias, A.; Payares Herrera, C.; Casas Flecha, I.; Avendano-Sola, C.; Palomino, R. D.; Ramos-Martinez, A.; Ruiz-Antoran, B.	2020-08-04	10.1101/2020.07.31.20165720
Dual-Histamine Blockade with Cetirizine - Famotidine Reduces Pulmonary Symptoms in COVID-19 Patients	BackgroundThe COVID-19 pandemic due to SARS-CoV-2 infection can produce Acute Respiratory Distress Syndrome as a result of a pulmonary cytokine storm. Antihistamines are safe and effective treatments for reducing inflammation and cytokine release. Combinations of Histamine-1 and Histamine-2 receptor antagonists have been effective in urticaria, and might reduce the histamine-mediated pulmonary cytokine storm in COVID-19. Can a combination of Histamine-1 and Histamine-2 receptor blockers improve COVID-19 inpatient outcomes? MethodsA physician-sponsored cohort study of cetirizine and famotidine was performed in hospitalized patients with severe to critical pulmonary symptoms. Pulmonologists led the inpatient care in a single medical center of 110 high-acuity patients that were treated with cetirizine 10 mg b.i.d. and famotidine 20 mg b.i.d. plus standard-of-care. ResultsOf all patients, including those with Do Not Resuscitate directives, receiving the dual-histamine receptor blockade for at least 48 hours, the combination drug treatment resulted in a 16.4% rate of intubation, a 7.3% rate of intubation after a minimum of 48 hours of treatment, a 15.5% rate of inpatient mortality, and 11.0 days duration of hospitalization. The drug combination exhibited beneficial reductions in inpatient mortality and symptom progression when compared to published reports of COVID-19 inpatients. Concomitant medications were assessed and hydroxychloroquine was correlated with worse outcomes. ConclusionsThis physician-sponsored cohort study of cetirizine and famotidine provides proof-of-concept of a safe and effective method to reduce the progression in symptom severity, presumably by minimizing the histamine-mediated cytokine storm. Further clinical studies in COVID-19 are warranted of the repurposed off-label combination of two historically-safe histamine receptor blockers.	Hogan, R. B.; Hogan, R. B.; Cannon, T.; Rappi, M.; Studdard, J.; Paul, D.; Dooley, T. P.	2020-07-06	10.1101/2020.06.30.20137752
Tocilizumab in hospitalized patients with COVID-19: Clinical outcomes, inflammatory marker kinetics, safety, and a review of the literature	BackgroundCoronavirus disease 2019 (COVID-19) due to infection with SARS-CoV-2 causes substantial morbidity. Tocilizumab, an interleukin-6 receptor antagonist, might improve outcomes by mitigating inflammation. MethodsWe conducted a retrospective study of patients admitted to the University of Washington Hospital system with COVID-19 and requiring supplemental oxygen. Outcomes included clinical improvement, defined as a two-point reduction in severity on a 6-point ordinal scale or discharge, and mortality within 28 days. We used Cox proportional-hazards models with propensity score inverse probability weighting to compare outcomes in patients who did and did not receive tocilizumab. ResultsWe evaluated 43 patients who received tocilizumab and 45 who did not. Patients receiving tocilizumab were younger with fewer comorbidities but higher baseline oxygen requirements. Tocilizumab treatment was associated with reduced CRP, fibrinogen, and temperature, but there were no meaningful differences in Cox models of time to clinical improvement (adjusted hazard ratio [aHR], 0.92; 95% CI, 0.38-2.22) or mortality (aHR, 0.57; 95% CI, 0.21-1.52). A numerically higher proportion of tocilizumab-treated patients had subsequent infections, transaminitis, and cytopenias. ConclusionsTocilizumab did not improve outcomes in hospitalized patients with COVID-19. However, this study was not powered to detect small differences, and there remains the possibility for a survival benefit.	Hill, J. A.; Menon, M. P.; Dhanireddy, S.; Wurfel, M. M.; Green, M.; Jain, R.; Chan, J. D.; Huang, J.; Bethune, D.; Turtle, C.; Johnston, C.; Xie, H.; Leisenring, W. M.; Kim, H. N.; Cheng, G.-S.	2020-08-11	10.1101/2020.08.05.20169060
SSRIs and SNRIs and Risk of Death or Intubation in COVID-19: Results from an Observational Study	ObjectiveTo examine the association between antidepressant use and the risk of intubation or death in hospitalized patients with COVID-19. DesignMulticenter observational retrospective cohort study. SettingGreater Paris University hospitals, France. Participants7,345 adults hospitalized with COVID-19 between 24 January and 1 April 2020, including 460 patients (6.3%) who received an antidepressant during the visit. Data sourceAssistance Publique-Hopitaux de Paris Health Data Warehouse. Main outcome measuresThe primary endpoint was a composite of intubation or death. We compared this endpoint between patients who received antidepressants and those who did not in time-to-event analyses adjusting for patient characteristics (such as age, sex, and comorbidities), disease severity and other psychotropic medications. The primary analyses were multivariable Cox models with inverse probability weighting. ResultsOver a mean follow-up of 18.5 days (SD=27.1), 1,331 patients (18.1%) had a primary end-point event. Unadjusted hazard ratio estimates of the association between antidepressant use and the primary outcome stratified by age (i.e., 18-50, 51-70, 71-80, and 81+) were non-significant (all p>0.072), except in the group of patients aged 71-80 years (HR, 0.66; 95% CI, 0.45 to 0.98; p=0.041). Following adjustments, the primary analyses showed a significant association between use of any antidepressant (HR, 0.64; 95% CI, 0.51 to 0.80; p<0.001), SSRI (HR, 0.56; 95% CI, 0.42 to 0.75; p<0.001), and SNRI (HR, 0.57; 95% CI, 0.34 to 0.96; p=0.034), and reduced risk of intubation or death. Specifically, exposures to escitalopram, fluoxetine, and venlafaxine were significantly associated with lower risk of intubation or death (all p<0.05). These associations remain significant in multiple sensitivity analyses, except for the association between SNRI use and the outcome. ConclusionsSSRI use could be associated with lower risk of death or intubation in hospitalized patients with COVID-19. Double-blind controlled randomized clinical trials of these medications for COVID-19 are needed. What is already known on this topicO_LIA prior meta-analysis, mainly including studies on selective serotonin reuptake inhibitors (SSRIs), showed that antidepressant use in major depressive disorder was associated with reduced levels of several pro-inflammatory cytokines, including IL-6, TNF-, and CCL-2, which have been suggested to be associated with severe COVID-19. C_LIO_LIA recent in-vitro study supports antiviral effects of the SSRI fluoxetine on SARS-CoV-2. C_LIO_LITo our knowledge, no study has examined the efficacy of antidepressants in patients with COVID-19. C_LI What this study addsO_LIIn a multicenter observational retrospective study, we examined the association between antidepressant use and the risk of intubation or death in hospitalized patients with COVID-19, adjusting for patient characteristics, disease severity and other psychotropic medications. C_LIO_LIAntidepressant use was significantly and substantially associated with reduced risk of intubation or death. C_LIO_LIAt the level of antidepressant classes, SSRI use was significantly and substantially associated with reduced risk of intubation or death, but not other antidepressant classes. C_LIO_LIAt the level of antidepressant medications, exposures to the SSRIs fluoxetine and escitalopram, and the SNRI venlafaxine were significantly associated with lower risk of intubation or death. C_LIO_LIDouble-blind controlled randomized clinical trials of these medications for COVID-19 are needed. C_LI	Hoertel, N.; SANCHEZ RICO, M.; VERNET, R.; BEEKER, N.; JANNOT, A.-S.; NEURAZ, A.; SALAMANCA, E.; PARIS, N.; DANIEL, C.; GRAMFORT, A.; LEMAITRE, G.; BERNAUX, M.; BELLAMINE, A.; LEMOGNE, C.; AIRAGNES, G.; BURGUN, A.; LIMOSIN, F.	2020-07-14	10.1101/2020.07.09.20143339
